th,lh1,lh2,lh3,lh4,lh5,ta,la1,la2,la3,la4,la5,diff
 6.00, 0.18,-0.78,-0.99, 1.04, 0.59,15.00, 0.67, 0.91, 5.06,-3.39,-2.89,-2.00
17.00,-0.41, 4.83, 3.70, 5.29, 1.35,10.00, 0.93, 0.84, 0.99, 0.35,-0.58, 0.00
 5.00,-0.70, 0.25,-5.06, 2.77, 0.86,12.00, 1.53, 0.45,-0.32,-3.29, 0.60,-3.00
16.00,-0.67, 3.96, 0.32, 0.87, 0.58, 9.00,-0.53,-0.25, 0.64,-1.04, 2.89, 1.00
14.00, 4.95, 1.12,-1.11,-0.35, 1.27,13.00,-0.18,-3.96,-1.21,-2.77, 1.06, 0.00
 3.00, 1.07, 1.52,-0.26, 6.75,-0.14, 4.00, 0.41, 0.78, 1.11,-0.87,-0.86, 1.00
11.00, 2.72,-4.83,-0.37,-6.75, 0.71, 2.00,-4.95,-1.52,-3.70,-0.26,-1.11, 2.00
 5.00,-0.32, 0.32, 0.71,-0.54,-5.46, 4.00, 2.56, 0.54,-0.52,-2.89,-0.67, 1.00
18.00, 6.21, 8.24, 1.26, 2.89, 0.98,13.00,-2.56, 0.56,-1.80, 1.35, 0.96, 4.00
 7.00,-0.28, 1.38,-0.39, 2.82, 4.70, 1.00,-0.20,-3.15, 0.58,-1.35,-1.99,-1.00
12.00, 0.20, 1.65, 1.18,-1.68, 0.61, 6.00,-6.21,-0.56, 1.25, 0.74, 0.67, 1.00
14.00, 1.06, 1.27, 0.52, 0.71, 0.85, 9.00, 0.28, 2.06, 0.80,-5.15, 1.00, 1.00
16.00, 1.11, 0.96,-5.04, 1.47, 5.46, 8.00,-0.13,-8.24, 1.80, 1.25, 1.99, 0.00
 2.00,-4.32,-2.06,-2.02, 0.43, 1.16, 3.00, 0.82, 0.64, 1.29,-2.82, 1.27, 0.00
17.00, 0.13, 3.15, 0.77, 5.15, 0.75,15.00, 0.94, 0.45, 0.39, 0.54, 1.05, 0.00
10.00, 4.32,-0.32, 5.04, 1.34, 1.46,11.00, 0.32,-0.96, 2.02, 1.68,-4.70, 1.00
18.00, 7.84, 6.21, 8.24, 1.26, 2.89, 1.00, 1.52,-4.32,-2.06,-2.02, 0.43, 6.00
 5.00,-2.82,-6.21,-0.56, 1.25, 0.74, 6.00,-0.33,-0.28, 1.38,-0.39, 2.82, 1.00
 4.00, 0.50, 0.82, 0.64, 1.29,-2.82,12.00, 3.54, 4.32,-0.32, 5.04, 1.34,-1.00
11.00,-7.84,-2.56, 0.56,-1.80, 1.35,16.00, 1.40, 0.13, 3.15, 0.77, 5.15,-3.00
13.00, 0.59, 0.94, 0.45, 0.39, 0.54, 9.00,-3.54, 0.32,-0.96, 2.02, 1.68, 1.00
 8.00,-3.33, 0.28, 2.06, 0.80,-5.15, 7.00, 1.49,-0.32, 0.32, 0.71,-0.54, 2.00
 3.00,-1.49, 2.56, 0.54,-0.52,-2.89,15.00, 1.49, 1.11, 0.96,-5.04, 1.47, 0.00
 2.00, 0.33,-0.20,-3.15, 0.58,-1.35,17.00, 3.33, 1.06, 1.27, 0.52, 0.71, 0.00
10.00, 0.41,-0.13,-8.24, 1.80, 1.25,14.00, 2.82, 0.20, 1.65, 1.18,-1.68, 2.00
 1.00,-7.26, 1.52,-4.32,-2.06,-2.02, 8.00, 0.21,-2.82,-6.21,-0.56, 1.25,-1.00
 7.00,-0.30,-3.54, 0.32,-0.96, 2.02, 2.00,-0.61, 0.50, 0.82, 0.64, 1.29, 2.00
 5.00,-0.21,-0.33,-0.28, 1.38,-0.39, 9.00,-1.14,-7.84,-2.56, 0.56,-1.80,-1.00
11.00,-1.04, 2.82, 0.20, 1.65, 1.18, 4.00, 0.98,-1.49, 2.56, 0.54,-0.52,-1.00
 6.00,-0.44, 1.49,-0.32, 0.32, 0.71, 3.00, 1.52, 0.33,-0.20,-3.15, 0.58, 3.00
15.00, 0.57, 3.33, 1.06, 1.27, 0.52,12.00, 1.04, 0.41,-0.13,-8.24, 1.80, 1.00
13.00, 0.99, 1.49, 1.11, 0.96,-5.04,10.00, 0.44,-3.33, 0.28, 2.06, 0.80, 1.00
17.00, 1.14, 1.40, 0.13, 3.15, 0.77,18.00, 7.26, 7.84, 6.21, 8.24, 1.26, 0.00
14.00, 0.61, 3.54, 4.32,-0.32, 5.04,16.00, 0.30, 0.59, 0.94, 0.45, 0.39, 3.00
 7.00,-7.52, 0.44,-3.33, 0.28, 2.06,10.00, 0.71,-0.30,-3.54, 0.32,-0.96, 1.00
18.00, 1.36, 7.26, 7.84, 6.21, 8.24, 4.00,-0.14,-0.21,-0.33,-0.28, 1.38, 1.00
 3.00,-2.67, 1.52, 0.33,-0.20,-3.15,14.00, 7.52, 0.99, 1.49, 1.11, 0.96, 1.00
12.00, 0.14,-1.14,-7.84,-2.56, 0.56, 8.00,-0.54,-1.04, 2.82, 0.20, 1.65, 1.00
13.00,-5.87, 0.30, 0.59, 0.94, 0.45, 1.00,-0.31,-7.26, 1.52,-4.32,-2.06,-1.00
 5.00, 0.54, 0.98,-1.49, 2.56, 0.54,16.00, 5.87, 0.61, 3.54, 4.32,-0.32,-4.00
 9.00, 0.31, 0.21,-2.82,-6.21,-0.56, 2.00,-0.71,-0.61, 0.50, 0.82, 0.64,-1.00
17.00, 0.63, 1.14, 1.40, 0.13, 3.15,15.00, 3.40, 0.57, 3.33, 1.06, 1.27, 2.00
11.00,-3.40, 1.04, 0.41,-0.13,-8.24, 6.00, 2.67,-0.44, 1.49,-0.32, 0.32, 2.00
 6.00,-3.56, 2.67,-0.44, 1.49,-0.32,13.00, 3.12, 0.14,-1.14,-7.84,-2.56,-2.00
 9.00,-0.59, 0.71,-0.30,-3.54, 0.32,12.00, 3.56,-3.40, 1.04, 0.41,-0.13, 3.00
 7.00,-3.12,-0.54,-1.04, 2.82, 0.20,18.00, 6.88, 1.36, 7.26, 7.84, 6.21,-4.00
 3.00, 0.48,-0.71,-0.61, 0.50, 0.82,11.00, 0.59,-7.52, 0.44,-3.33, 0.28, 2.00
15.00,-1.23, 3.40, 0.57, 3.33, 1.06, 8.00,-0.48, 0.31, 0.21,-2.82,-6.21,-1.00
14.00,-0.34, 7.52, 0.99, 1.49, 1.11,10.00,-0.24,-5.87, 0.30, 0.59, 0.94, 0.00
 1.00, 0.24,-0.31,-7.26, 1.52,-4.32, 4.00,-1.34, 0.54, 0.98,-1.49, 2.56, 2.00
 2.00,-6.88,-0.14,-0.21,-0.33,-0.28,16.00, 1.23, 0.63, 1.14, 1.40, 0.13, 1.00
17.00, 1.34, 5.87, 0.61, 3.54, 4.32, 5.00, 0.34,-2.67, 1.52, 0.33,-0.20, 2.00
18.00, 5.34, 6.88, 1.36, 7.26, 7.84,14.00,-0.25,-1.23, 3.40, 0.57, 3.33, 4.00
 9.00, 0.25,-0.48, 0.31, 0.21,-2.82, 5.00,-2.79,-3.56, 2.67,-0.44, 1.49,-1.00
15.00, 2.79, 3.12, 0.14,-1.14,-7.84,13.00, 1.82,-0.34, 7.52, 0.99, 1.49,-2.00
11.00, 0.10,-0.24,-5.87, 0.30, 0.59, 6.00, 4.05, 0.48,-0.71,-0.61, 0.50, 0.00
16.00,-9.69, 1.23, 0.63, 1.14, 1.40, 7.00,-5.34,-3.12,-0.54,-1.04, 2.82,-2.00
10.00,-1.12, 3.56,-3.40, 1.04, 0.41, 4.00, 9.69,-6.88,-0.14,-0.21,-0.33, 0.00
 8.00,-4.05, 0.59,-7.52, 0.44,-3.33,17.00, 1.54, 1.34, 5.87, 0.61, 3.54, 1.00
 2.00,-1.54, 0.34,-2.67, 1.52, 0.33, 3.00, 1.80, 0.24,-0.31,-7.26, 1.52, 2.00
 1.00,-1.80,-1.34, 0.54, 0.98,-1.49,12.00, 1.12,-0.59, 0.71,-0.30,-3.54,-1.00
 5.00, 0.89, 4.05, 0.48,-0.71,-0.61, 1.00,-2.23,-1.80,-1.34, 0.54, 0.98,-3.00
13.00, 2.23, 1.12,-0.59, 0.71,-0.30, 4.00, 0.25,-1.54, 0.34,-2.67, 1.52, 2.00
 6.00, 1.04,-2.79,-3.56, 2.67,-0.44,18.00, 3.36, 5.34, 6.88, 1.36, 7.26,-1.00
11.00,-3.36,-0.25,-1.23, 3.40, 0.57,14.00,-2.55, 2.79, 3.12, 0.14,-1.14, 1.00
15.00, 2.55, 1.82,-0.34, 7.52, 0.99, 8.00,-1.04, 0.25,-0.48, 0.31, 0.21, 4.00
12.00, 0.34,-4.05, 0.59,-7.52, 0.44,10.00, 1.09, 0.10,-0.24,-5.87, 0.30, 3.00
 2.00,-0.25, 1.80, 0.24,-0.31,-7.26, 9.00, 0.68,-1.12, 3.56,-3.40, 1.04, 4.00
 7.00, 7.90,-5.34,-3.12,-0.54,-1.04, 3.00, 1.35, 9.69,-6.88,-0.14,-0.21, 2.00
17.00,-0.34, 1.54, 1.34, 5.87, 0.61,16.00,-7.90,-9.69, 1.23, 0.63, 1.14, 1.00
 1.00,-0.38, 1.35, 9.69,-6.88,-0.14,12.00, 1.80,-3.36,-0.25,-1.23, 3.40, 1.00
18.00, 3.52, 3.36, 5.34, 6.88, 1.36,16.00, 7.67, 2.55, 1.82,-0.34, 7.52, 1.00
 7.00,-7.67,-1.04, 0.25,-0.48, 0.31,15.00, 2.05, 2.23, 1.12,-0.59, 0.71,-1.00
11.00,-1.80,-2.55, 2.79, 3.12, 0.14,17.00, 6.68,-0.34, 1.54, 1.34, 5.87,-2.00
14.00,-6.68,-7.90,-9.69, 1.23, 0.63, 6.00,-3.52, 1.04,-2.79,-3.56, 2.67, 1.00
 8.00,-5.62, 0.68,-1.12, 3.56,-3.40, 4.00,-0.78, 0.89, 4.05, 0.48,-0.71, 0.00
 3.00, 0.78,-2.23,-1.80,-1.34, 0.54,13.00, 0.74, 0.34,-4.05, 0.59,-7.52,-4.00
10.00, 0.38, 7.90,-5.34,-3.12,-0.54, 5.00, 5.62,-0.25, 1.80, 0.24,-0.31, 3.00
 2.00,-2.05, 0.25,-1.54, 0.34,-2.67, 9.00,-0.74, 1.09, 0.10,-0.24,-5.87, 1.00
11.00,-6.38, 1.80,-3.36,-0.25,-1.23,12.00, 6.65, 0.38, 7.90,-5.34,-3.12, 1.00
16.00, 1.38, 2.05, 2.23, 1.12,-0.59,18.00, 3.19, 3.52, 3.36, 5.34, 6.88,-4.00
 3.00, 0.23,-0.78, 0.89, 4.05, 0.48, 6.00, 1.87,-2.05, 0.25,-1.54, 0.34, 0.00
 4.00,-2.30,-3.52, 1.04,-2.79,-3.56, 5.00, 6.38,-0.38, 1.35, 9.69,-6.88, 1.00
 8.00,-1.87,-0.74, 1.09, 0.10,-0.24, 1.00,-1.12, 0.78,-2.23,-1.80,-1.34, 0.00
14.00, 1.12, 0.74, 0.34,-4.05, 0.59, 7.00,-1.38,-7.67,-1.04, 0.25,-0.48,-1.00
 2.00,-6.65, 5.62,-0.25, 1.80, 0.24,10.00,-1.25,-1.80,-2.55, 2.79, 3.12, 0.00
15.00,-3.19, 7.67, 2.55, 1.82,-0.34,13.00, 2.30,-6.68,-7.90,-9.69, 1.23, 0.00
17.00, 1.25, 6.68,-0.34, 1.54, 1.34, 9.00, 1.70,-5.62, 0.68,-1.12, 3.56, 0.00
18.00, 7.84, 3.19, 3.52, 3.36, 5.34, 4.00, 1.16, 0.23,-0.78, 0.89, 4.05, 2.00
 8.00, 0.36,-1.38,-7.67,-1.04, 0.25, 7.00, 1.33,-1.87,-0.74, 1.09, 0.10, 0.00
 5.00, 0.85, 1.87,-2.05, 0.25,-1.54, 1.00, 0.62,-1.12, 0.78,-2.23,-1.80,-1.00
10.00, 0.76,-1.25,-1.80,-2.55, 2.79,14.00,-7.84, 1.38, 2.05, 2.23, 1.12, 2.00
 3.00,-0.16, 6.38,-0.38, 1.35, 9.69,17.00, 1.61, 1.25, 6.68,-0.34, 1.54, 0.00
11.00,-0.91, 6.65, 0.38, 7.90,-5.34, 6.00, 0.16,-2.30,-3.52, 1.04,-2.79, 0.00
12.00, 0.91,-6.38, 1.80,-3.36,-0.25,16.00, 1.37,-3.19, 7.67, 2.55, 1.82,-1.00
15.00, 0.61, 2.30,-6.68,-7.90,-9.69, 2.00, 1.27,-6.65, 5.62,-0.25, 1.80, 3.00
 9.00, 0.27, 1.70,-5.62, 0.68,-1.12,13.00,-0.36, 1.12, 0.74, 0.34,-4.05,-1.00
 8.00, 0.91, 1.33,-1.87,-0.74, 1.09,18.00,10.96, 7.84, 3.19, 3.52, 3.36,-1.00
13.00,-0.26,-7.84, 1.38, 2.05, 2.23,16.00, 0.65, 0.61, 2.30,-6.68,-7.90, 1.00
15.00, 4.80, 1.37,-3.19, 7.67, 2.55,10.00, 1.21,-0.91, 6.65, 0.38, 7.90, 0.00
14.00, 0.24,-0.36, 1.12, 0.74, 0.34, 5.00,-2.86, 0.85, 1.87,-2.05, 0.25, 0.00
 4.00, 2.86, 0.62,-1.12, 0.78,-2.23, 7.00,-0.24, 0.27, 1.70,-5.62, 0.68, 0.00
 1.00,-0.65, 1.27,-6.65, 5.62,-0.25, 3.00, 1.37,-0.16, 6.38,-0.38, 1.35, 1.00
17.00, 0.69, 1.61, 1.25, 6.68,-0.34, 9.00, 1.09, 0.36,-1.38,-7.67,-1.04, 1.00
 2.00,-10.96, 1.16, 0.23,-0.78, 0.89,11.00, 0.26, 0.76,-1.25,-1.80,-2.55, 0.00
 6.00, 0.76, 0.16,-2.30,-3.52, 1.04,12.00,-4.80, 0.91,-6.38, 1.80,-3.36,-5.00
17.00, 0.69, 0.69, 1.61, 1.25, 6.68,18.00, 3.38,10.96, 7.84, 3.19, 3.52, 3.00
 1.00, 0.90,-10.96, 1.16, 0.23,-0.78,10.00, 0.84, 1.21,-0.91, 6.65, 0.38, 3.00
 5.00, 0.93,-2.86, 0.85, 1.87,-2.05, 8.00,-0.69, 1.09, 0.36,-1.38,-7.67,-2.00
16.00, 1.14, 4.80, 1.37,-3.19, 7.67, 2.00,-0.34, 1.37,-0.16, 6.38,-0.38, 0.00
 7.00,-3.38, 0.91, 1.33,-1.87,-0.74, 9.00, 1.16,-0.24, 0.27, 1.70,-5.62, 5.00
14.00, 1.05, 0.24,-0.36, 1.12, 0.74,11.00, 1.07, 0.26, 0.76,-1.25,-1.80, 1.00
 4.00, 0.82, 2.86, 0.62,-1.12, 0.78,15.00,-0.93, 0.65, 0.61, 2.30,-6.68,-1.00
13.00, 0.93,-0.26,-7.84, 1.38, 2.05,12.00, 4.94,-4.80, 0.91,-6.38, 1.80, 2.00
 3.00, 0.34,-0.65, 1.27,-6.65, 5.62, 6.00,-4.94, 0.76, 0.16,-2.30,-3.52, 2.00
18.00,-1.01, 3.38,10.96, 7.84, 3.19,15.00, 0.97, 1.05, 0.24,-0.36, 1.12, 0.00
10.00,-0.82, 0.84, 1.21,-0.91, 6.65,17.00, 1.01, 0.69, 0.69, 1.61, 1.25, 0.00
11.00,-0.97, 1.07, 0.26, 0.76,-1.25, 8.00, 5.61,-3.38, 0.91, 1.33,-1.87, 0.00
16.00, 0.67,-0.93, 0.65, 0.61, 2.30, 5.00, 0.82, 0.90,-10.96, 1.16, 0.23, 1.00
 1.00, 1.17,-0.34, 1.37,-0.16, 6.38,14.00, 0.25, 0.93,-0.26,-7.84, 1.38,-1.00
 9.00, 1.94,-0.69, 1.09, 0.36,-1.38, 2.00,-0.67, 0.82, 2.86, 0.62,-1.12, 0.00
 4.00,-6.95,-4.94, 0.76, 0.16,-2.30,13.00, 0.84, 1.14, 4.80, 1.37,-3.19,-1.00
12.00,-0.25, 4.94,-4.80, 0.91,-6.38, 7.00, 6.95, 0.34,-0.65, 1.27,-6.65,-1.00
 6.00,-5.61, 1.16,-0.24, 0.27, 1.70, 3.00,-1.94, 0.93,-2.86, 0.85, 1.87,-3.00
13.00, 0.95, 0.97, 1.05, 0.24,-0.36,16.00, 0.51, 0.67,-0.93, 0.65, 0.61, 1.00
 9.00, 0.74, 1.94,-0.69, 1.09, 0.36, 5.00,-2.16,-5.61, 1.16,-0.24, 0.27, 0.00
 4.00,-0.51, 0.82, 0.90,-10.96, 1.16, 1.00,-0.20, 1.17,-0.34, 1.37,-0.16,-3.00
 6.00, 2.16,-1.94, 0.93,-2.86, 0.85,11.00, 0.80,-0.97, 1.07, 0.26, 0.76, 1.00
 7.00, 1.21, 5.61,-3.38, 0.91, 1.33, 2.00,-1.82,-6.95,-4.94, 0.76, 0.16,-2.00
 3.00, 1.28,-0.67, 0.82, 2.86, 0.62,18.00, 1.04,-1.01, 3.38,10.96, 7.84,-2.00
17.00, 0.93, 1.01, 0.69, 0.69, 1.61,12.00,-0.35,-0.25, 4.94,-4.80, 0.91, 3.00
15.00, 0.20, 0.25, 0.93,-0.26,-7.84,10.00, 1.07,-0.82, 0.84, 1.21,-0.91, 0.00
 8.00, 0.35, 6.95, 0.34,-0.65, 1.27,14.00, 1.82, 0.84, 1.14, 4.80, 1.37, 1.00
 3.00, 7.21,-0.20, 1.17,-0.34, 1.37, 6.00,-1.05, 1.21, 5.61,-3.38, 0.91, 2.00
18.00, 1.06, 1.04,-1.01, 3.38,10.96, 7.00, 0.14, 2.16,-1.94, 0.93,-2.86, 8.00
10.00, 1.16, 1.07,-0.82, 0.84, 1.21,16.00, 1.80, 0.95, 0.97, 1.05, 0.24, 1.00
12.00,-0.95,-0.35,-0.25, 4.94,-4.80, 1.00,-1.06, 1.28,-0.67, 0.82, 2.86, 1.00
13.00,-0.39, 1.82, 0.84, 1.14, 4.80,17.00, 0.95, 0.93, 1.01, 0.69, 0.69,-1.00
14.00,-1.80, 0.51, 0.67,-0.93, 0.65, 8.00, 1.32, 0.74, 1.94,-0.69, 1.09, 1.00
11.00, 0.39, 0.35, 6.95, 0.34,-0.65,15.00, 0.86, 0.20, 0.25, 0.93,-0.26, 1.00
 9.00,-0.14, 0.80,-0.97, 1.07, 0.26, 4.00, 0.65,-2.16,-5.61, 1.16,-0.24,-1.00
 5.00, 1.05,-1.82,-6.95,-4.94, 0.76, 2.00,-7.21,-0.51, 0.82, 0.90,-10.96,-2.00
 1.00,-5.56,-1.06, 1.28,-0.67, 0.82, 4.00, 6.70, 7.21,-0.20, 1.17,-0.34,-1.00
14.00,-0.78, 0.86, 0.20, 0.25, 0.93,13.00,-0.48,-0.39, 1.82, 0.84, 1.14, 0.00
 8.00,-4.94, 1.32, 0.74, 1.94,-0.69, 9.00,-0.70,-0.14, 0.80,-0.97, 1.07, 0.00
 3.00, 0.75,-7.21,-0.51, 0.82, 0.90,12.00, 5.56,-0.95,-0.35,-0.25, 4.94, 0.00
 5.00,-6.70,-1.05, 1.21, 5.61,-3.38,10.00, 0.42, 1.16, 1.07,-0.82, 0.84, 2.00
 7.00, 0.70, 0.65,-2.16,-5.61, 1.16,18.00, 7.34, 1.06, 1.04,-1.01, 3.38,-6.00
15.00,-0.42, 1.80, 0.95, 0.97, 1.05,11.00, 0.78, 0.39, 0.35, 6.95, 0.34, 0.00
 6.00,-7.34, 0.14, 2.16,-1.94, 0.93,16.00, 4.94,-1.80, 0.51, 0.67,-0.93, 0.00
17.00, 0.48, 0.95, 0.93, 1.01, 0.69, 2.00,-0.75, 1.05,-1.82,-6.95,-4.94, 1.00
18.00, 2.23, 7.34, 1.06, 1.04,-1.01, 6.00, 1.24,-4.94, 1.32, 0.74, 1.94, 3.00
 7.00, 3.88, 6.70, 7.21,-0.20, 1.17,15.00, 1.37,-0.42, 1.80, 0.95, 0.97, 3.00
10.00,-3.94, 0.42, 1.16, 1.07,-0.82, 5.00, 1.13,-7.34, 0.14, 2.16,-1.94, 1.00
 9.00, 0.77,-0.70,-0.14, 0.80,-0.97, 1.00,-3.88,-5.56,-1.06, 1.28,-0.67, 0.00
 2.00,-4.25,-0.75, 1.05,-1.82,-6.95,14.00, 0.84,-0.78, 0.86, 0.20, 0.25, 1.00
12.00, 0.93, 5.56,-0.95,-0.35,-0.25, 8.00, 3.94,-6.70,-1.05, 1.21, 5.61, 2.00
13.00, 1.16,-0.48,-0.39, 1.82, 0.84, 3.00, 1.06, 0.75,-7.21,-0.51, 0.82, 1.00
16.00, 0.88, 4.94,-1.80, 0.51, 0.67, 4.00,-2.23, 0.70, 0.65,-2.16,-5.61, 2.00
11.00, 0.60, 0.78, 0.39, 0.35, 6.95,17.00, 4.25, 0.48, 0.95, 0.93, 1.01,-2.00
 1.00, 0.68,-3.88,-5.56,-1.06, 1.28, 5.00, 0.75,-4.25,-0.75, 1.05,-1.82, 0.00
13.00,-0.75, 0.84,-0.78, 0.86, 0.20,17.00, 0.24, 4.25, 0.48, 0.95, 0.93, 1.00
 2.00,-2.48, 1.06, 0.75,-7.21,-0.51,10.00,-0.24, 0.60, 0.78, 0.39, 0.35,-1.00
 4.00,-2.85, 1.13,-7.34, 0.14, 2.16, 9.00,12.15, 3.88, 6.70, 7.21,-0.20, 0.00
 8.00, 1.26, 0.77,-0.70,-0.14, 0.80,18.00, 6.16, 2.23, 7.34, 1.06, 1.04,-2.00
 7.00,-0.85, 3.94,-6.70,-1.05, 1.21,16.00, 1.76, 0.88, 4.94,-1.80, 0.51, 0.00
14.00,-12.15, 1.37,-0.42, 1.80, 0.95,12.00, 0.85, 0.93, 5.56,-0.95,-0.35, 2.00
 6.00,-6.16, 1.24,-4.94, 1.32, 0.74,11.00, 2.85,-3.94, 0.42, 1.16, 1.07, 2.00
 3.00,-1.76,-2.23, 0.70, 0.65,-2.16,15.00, 2.48, 1.16,-0.48,-0.39, 1.82,-3.00
15.00, 1.10, 2.48, 1.16,-0.48,-0.39, 1.00, 1.40, 0.68,-3.88,-5.56,-1.06, 4.00
13.00, 1.30,-0.75, 0.84,-0.78, 0.86, 6.00, 1.74,-0.85, 3.94,-6.70,-1.05,-2.00
 9.00, 1.28,12.15, 3.88, 6.70, 7.21, 8.00, 0.70,-6.16, 1.24,-4.94, 1.32, 0.00
10.00,-0.70, 2.85,-3.94, 0.42, 1.16, 3.00,-1.10,-1.76,-2.23, 0.70, 0.65, 4.00
 5.00, 0.62, 0.75,-4.25,-0.75, 1.05,14.00, 0.71,-12.15, 1.37,-0.42, 1.80, 0.00
12.00,-0.71, 0.85, 0.93, 5.56,-0.95, 4.00, 0.68,-2.85, 1.13,-7.34, 0.14, 3.00
11.00, 0.83,-0.24, 0.60, 0.78, 0.39,18.00, 2.70, 6.16, 2.23, 7.34, 1.06,-4.00
16.00, 0.36, 1.76, 0.88, 4.94,-1.80, 7.00,-2.70, 1.26, 0.77,-0.70,-0.14, 2.00
17.00,-1.30, 0.24, 4.25, 0.48, 0.95, 2.00,-0.83,-2.48, 1.06, 0.75,-7.21, 3.00
 4.00,-4.14, 0.68,-2.85, 1.13,-7.34, 5.00, 1.06, 0.62, 0.75,-4.25,-0.75,-1.00
 7.00, 0.78, 0.70,-6.16, 1.24,-4.94,10.00,-2.56, 0.83,-0.24, 0.60, 0.78, 0.00
 2.00,-2.55,-0.83,-2.48, 1.06, 0.75,13.00,-0.54, 1.30,-0.75, 0.84,-0.78, 2.00
 6.00,-4.55,-2.70, 1.26, 0.77,-0.70, 9.00, 1.21, 1.28,12.15, 3.88, 6.70,-1.00
 3.00,-2.79,-1.10,-1.76,-2.23, 0.70,12.00, 4.14,-0.71, 0.85, 0.93, 5.56, 0.00
14.00, 0.93, 0.71,-12.15, 1.37,-0.42,15.00, 0.21, 1.10, 2.48, 1.16,-0.48,-1.00
 1.00,-0.21, 1.40, 0.68,-3.88,-5.56,11.00, 2.79,-0.70, 2.85,-3.94, 0.42, 2.00
18.00, 2.56, 2.70, 6.16, 2.23, 7.34,16.00, 4.55, 0.36, 1.76, 0.88, 4.94,-2.00
 8.00, 0.54, 1.74,-0.85, 3.94,-6.70,17.00, 2.55,-1.30, 0.24, 4.25, 0.48, 0.00
 9.00, 0.43, 1.21, 1.28,12.15, 3.88,18.00,-0.37, 2.56, 2.70, 6.16, 2.23,-1.00
11.00,-0.68, 2.79,-0.70, 2.85,-3.94, 5.00,-0.43,-4.55,-2.70, 1.26, 0.77, 0.00
 4.00, 1.48,-2.55,-0.83,-2.48, 1.06, 7.00, 1.06, 0.78, 0.70,-6.16, 1.24, 1.00
12.00, 0.52, 4.14,-0.71, 0.85, 0.93,16.00, 0.37, 4.55, 0.36, 1.76, 0.88,-3.00
15.00, 2.48, 0.21, 1.10, 2.48, 1.16, 3.00,-0.57,-4.14, 0.68,-2.85, 1.13, 4.00
10.00, 0.95,-2.56, 0.83,-0.24, 0.60, 8.00, 1.53, 0.54, 1.74,-0.85, 3.94, 0.00
17.00, 0.55, 2.55,-1.30, 0.24, 4.25, 1.00, 0.68,-0.21, 1.40, 0.68,-3.88, 2.00
13.00,-1.48,-0.54, 1.30,-0.75, 0.84,14.00,-2.48, 0.93, 0.71,-12.15, 1.37, 0.00
 6.00, 0.57, 1.06, 0.62, 0.75,-4.25, 2.00, 1.55,-2.79,-1.10,-1.76,-2.23, 2.00
 4.00, 1.22,-0.43,-4.55,-2.70, 1.26, 8.00, 2.16, 0.57, 1.06, 0.62, 0.75, 0.00
18.00, 0.28,-0.37, 2.56, 2.70, 6.16,11.00, 0.80,-0.68, 2.79,-0.70, 2.85, 3.00
 3.00,-7.48,-0.57,-4.14, 0.68,-2.85,17.00, 3.15, 0.55, 2.55,-1.30, 0.24,-2.00
 7.00, 0.94, 1.53, 0.54, 1.74,-0.85,15.00, 7.48, 2.48, 0.21, 1.10, 2.48,-1.00
16.00, 0.77, 0.37, 4.55, 0.36, 1.76, 9.00,-0.28, 0.43, 1.21, 1.28,12.15, 2.00
 2.00,-2.16, 1.55,-2.79,-1.10,-1.76,13.00, 1.09,-1.48,-0.54, 1.30,-0.75, 1.00
14.00, 0.92,-2.48, 0.93, 0.71,-12.15, 5.00, 0.26, 1.48,-2.55,-0.83,-2.48, 0.00
 6.00,-0.26, 1.06, 0.78, 0.70,-6.16,12.00,-0.77, 0.52, 4.14,-0.71, 0.85, 1.00
 1.00,-3.15, 0.68,-0.21, 1.40, 0.68,10.00, 1.05, 0.95,-2.56, 0.83,-0.24, 1.00
11.00,-6.28, 0.80,-0.68, 2.79,-0.70,16.00, 1.49, 0.77, 0.37, 4.55, 0.36, 0.00
13.00,-0.56, 1.09,-1.48,-0.54, 1.30, 2.00, 2.45,-3.15, 0.68,-0.21, 1.40, 1.00
 9.00,-1.49,-0.28, 0.43, 1.21, 1.28, 3.00, 0.56,-2.16, 1.55,-2.79,-1.10, 3.00
 5.00, 0.65, 0.26, 1.48,-2.55,-0.83, 6.00,-0.46, 0.94, 1.53, 0.54, 1.74,-1.00
 7.00, 0.67, 2.16, 0.57, 1.06, 0.62, 8.00, 0.35,-0.26, 1.06, 0.78, 0.70, 0.00
12.00,-0.35,-0.77, 0.52, 4.14,-0.71,18.00, 6.28, 0.28,-0.37, 2.56, 2.70,-2.00
15.00, 0.46, 7.48, 2.48, 0.21, 1.10, 4.00, 1.35, 1.22,-0.43,-4.55,-2.70, 4.00
10.00,-2.45, 1.05, 0.95,-2.56, 0.83, 1.00,-4.30,-7.48,-0.57,-4.14, 0.68, 1.00
17.00, 4.30, 3.15, 0.55, 2.55,-1.30,14.00, 1.27, 0.92,-2.48, 0.93, 0.71, 0.00
 8.00, 0.15,-0.46, 0.94, 1.53, 0.54,14.00, 0.21, 1.27, 0.92,-2.48, 0.93, 2.00
18.00, 5.88, 6.28, 0.28,-0.37, 2.56, 6.00, 1.06, 0.67, 2.16, 0.57, 1.06, 1.00
10.00, 6.82,-1.49,-0.28, 0.43, 1.21, 9.00, 1.31,-6.28, 0.80,-0.68, 2.79, 2.00
 7.00, 0.94, 0.35,-0.26, 1.06, 0.78,16.00, 8.90, 0.46, 7.48, 2.48, 0.21, 0.00
